,Avg Stars,Route,Route Type,Rating,Pitches,Length,Boulder Face,Boulder,Bouldering Sub-Area,Bouldering Area,Park Region,Park,State,Area Latitude,Area Longitude
796,1.5,Problem C,Boulder,V1-,1,10.0,,Value Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,33.9861,-116.15981000000001
797,1.5,Hershey Kiss Off,Boulder,V-easy,1,10.0,,Under Lizzy Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16036000000001
798,1.5,1984 is Today,Boulder,V0+ R,1,25.0,,The Hatrack,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.000479999999996,-116.1467
799,1.5,Hard Flake,Boulder,V0 R,1,25.0,,Trance Stone,Chunky Boulder and Trance Stone,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.00377,-116.14931999999999
800,1.5,Warm-up Problem,Boulder,V2,1,8.0,Anaconda Boulder,Little Bighorn Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.06942,-116.09196000000001
801,1.5,Split Grain,Boulder,V0-,1,15.0,,Master Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,33.98601,-116.15936
802,1.5,Northeast Corner,Boulder,V-easy,1,20.0,,Creosote Wall,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.01693,-116.16366000000001
803,1.5,Beginners Crack,Boulder,V-easy,1,6.0,,Semi-Precious Boulder,Semi-Precious Bouldering,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.9664,-116.0872
804,1.5,Ziggy,Boulder,V3,1,12.0,,Snack Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.012240000000006,-116.17905
805,1.5,West Corner,Boulder,V3,1,13.0,Tour Boulder Two,Tour Boulders,Lechlinksi Cracks Area,Virgin Islands Area,Geology Tour Road Bouldering,Joshua Tree National Park,California,33.98964,-116.16301999999999
806,1.5,Fat Lip Left hand,Boulder,V0-,1,10.0,,Jimmy Cliff Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.02673,-116.14133000000001
807,1.5,Lip-Synch,Boulder,V1,1,10.0,,Necco Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.02673,-116.14133000000001
808,1.5,Elegant Melon (aka  Coke Machine),Boulder,V3,1,10.0,,Marley Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01227,-116.16242
809,1.5,South Corner,Boulder,V3+,1,13.0,,Jimmy Cliff Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.0252,-116.1541
810,1.5,Candy Buttons,Boulder,V-easy,1,10.0,,Equine Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.0256,-116.1517
811,1.5,Hanging Fire,Boulder,V0+,1,10.0,Mullet Bloc,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.01273,-116.1793
812,1.5,West Entrance Slab,Boulder,V1,1,15.0,,Xenolithic Boulder,,Loveland Bouldering,,Joshua Tree National Park,California,34.0891,-116.2614
813,1.5,North Face,Boulder,V-easy,1,14.0,,OK Corridor,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,34.09705,-116.16531
814,1.5,Dashed on the Rocks,Boulder,V0 PG13,1,18.0,,Flakey Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.00983,-116.16681000000001
815,1.5,Cornholio,Boulder,V2+,1,12.0,,Campfire Crag Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.02778,-116.17861
816,1.5,Bongo Man,Boulder,V1+,1,15.0,,Trashcan Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01273,-116.1793
817,1.5,Many Rivers to Cross,Boulder,V1,1,15.0,,Triangle Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01273,-116.1793
818,1.5,Jump Nyabinghi,Boulder,V0-,1,15.0,,Teflon Boulder,The Outer Rim,Quail Springs Bouldering,,Joshua Tree National Park,California,34.012240000000006,-116.17905
819,1.5,Junior Right - SDS,Boulder,V0-,1,13.0,The Asteroid Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02663,-116.14105
820,1.5,Largotot,Boulder,V0-,1,10.0,,Dike Boulder,Lechlinksi Cracks Area,Virgin Islands Area,Geology Tour Road Bouldering,Joshua Tree National Park,California,34.02547,-116.1645
821,1.5,Braided Lines,Boulder,V1 PG13,1,15.0,,Triangle Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.94189,-116.0785
822,1.5,Fat Lip SDS,Boulder,V1,1,12.0,,The Rabbit Warren,,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.02673,-116.14133000000001
823,1.1,Nutri-Grain,Boulder,V-easy,1,11.0,,Pretzel Rock,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.98592,-116.15933000000001
824,1.0,Split Lip,Boulder,V-easy,1,8.0,,Blas Beemer Boulder,Blas Beemer Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01846,-116.16897
825,1.1,Scudder Slab C,Boulder,V1,1,10.0,,The Broken Boulder,AFPA Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01896,-116.16561999999999
826,1.1,Game of Chance,Boulder,V-easy,1,12.0,,Papa Boulder,Hemingway Boulders,Lost Horse Bouldering,,Joshua Tree National Park,California,33.98595,-116.15924
827,1.1,Gnarly Barley,Boulder,V-easy,1,12.0,,Entrance Boulder,Entrance Boulder & Vicinity,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,Joshua Tree National Park,California,33.98592,-116.15933000000001
828,1.1,Blinky,Boulder,V-easy,1,10.0,,Seven Grain Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.02599,-116.15725
829,1.3,Problem C,Boulder,V-easy,1,13.0,,Snack Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01907,-116.16609
830,1.3,Panama,Boulder,V3,1,15.0,,Fat Lip Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,33.98928,-116.16353000000001
831,1.3,Trance,Boulder,V7,1,11.0,,Melon Boulder,,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01846,-116.16897
832,1.3,Anaconda Wink,Boulder,V1,1,20.0,,Value Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01378,-116.15465
833,1.3,Lip Encounter   2,Boulder,V2,1,20.0,,The Gumdrop,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,33.983000000000004,-116.15545
834,1.3,Mr. Creosote,Boulder,V-easy,1,10.0,,Zinger Boulder,Semi-Precious Bouldering,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.9534,-116.0871
835,1.3,El Dave,Boulder,V2,1,15.0,,Forgotten Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01215,-116.16238
836,1.3,Snack Crackle Pop,Boulder,V-easy,1,8.0,,Yardarm Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.01678,-116.16358000000001
837,1.3,Purple Microdot,Boulder,V0 PG13,1,15.0,,Value Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,33.94182,-116.07845
838,1.3,"Wonderful World, Beautiful People",Boulder,V-easy,1,12.0,,Laura Scudder Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01273,-116.1793
839,1.3,Squirrel Nut Zippers,Boulder,V-easy,1,10.0,,Yardarm Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.0256,-116.1517
840,1.3,Rita,Boulder,V-easy,1,15.0,,Laura Scudder Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.012240000000006,-116.17905
841,1.3,Footprints,Boulder,V-easy,1,12.0,The Asteroid Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01273,-116.1793
842,1.3,Sorrel,Boulder,V0-,1,15.0,,Four Corners Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.01236,-116.17885
843,1.3,Midnite Luvr of TriplXTC,Boulder,V-easy,1,10.0,,Value Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.0441,-116.1061
844,1.3,Enclave,Boulder,V-easy,1,20.0,,Tilt-o-Meter Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.017070000000004,-116.04227
845,1.2,OK Face,Boulder,V-easy R,1,18.0,,Under Lizzy Boulder,,Outback Bouldering,,Joshua Tree National Park,California,33.99606,-116.15596000000001
846,1.2,Flakey Boulder Right,Boulder,V-easy,1,15.0,,Picture Perfect Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.01001,-116.16739
847,1.2,Fire Dance,Boulder,V-easy,1,12.0,,Picture Perfect Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.09495,-116.15858999999999
848,1.3,Grab-Ass,Boulder,V0,1,12.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.040259999999996,-116.19707
849,1.2,Descent Route,Boulder,V-easy PG13,1,16.0,,Chocolate Chip,Chocolate Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01678,-116.16341000000001
850,1.3,Christina's Problem,Boulder,V0,1,10.0,,West Entrance Boulder,,Quail Springs Bouldering,,Joshua Tree National Park,California,34.08372,-116.23163999999998
851,1.2,Juno,Boulder,V-easy,1,15.0,,Four Corners Boulder,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.01197,-116.15127
852,1.2,Cleavage,Boulder,V2,1,15.0,,Miledi Boulder,Miledi Boulders,Quail Springs Bouldering,,Joshua Tree National Park,California,33.94256,-116.07694
853,1.3,Triangle Boulder South Face,Boulder,V0-,1,15.0,,Marley Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01678,-116.16341000000001
854,1.2,Fluff,Boulder,V-easy,1,12.0,,Shard Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,33.9863,-116.1602
855,1.3,Soft Pretzel,Boulder,V2,1,12.0,Hensel Boulder,Scatterbrain Area,HVCG North,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01186,-116.16838999999999
856,1.2,The Bardini Arete,Boulder,V0+,1,10.0,,Dream Sequence Boulder,Lonely Stones 1,Quail Springs Bouldering,,Joshua Tree National Park,California,34.02787,-116.1787
857,1.3,Greasy Elbow,Boulder,V1,1,15.0,,Pixie Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.04009,-116.19386999999999
858,1.2,The Garden of Eden,Boulder,V0-,1,12.0,,Saturday Night Live Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.02395,-116.17707
859,1.2,Descent Route,Boulder,V-easy,1,18.0,Little Big Horn Boulder,Little Bighorn Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01256,-116.16836
860,1.2,Dances With Weasels,Boulder,V0,1,15.0,,Master Boulder,,Ryan Campground Bouldering,,Joshua Tree National Park,California,33.98592,-116.15933000000001
861,1.3,Snack Trap,Boulder,V-easy,1,8.0,,OK Corridor,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,34.01678,-116.16358000000001
862,1.3,Lipitor,Boulder,V-easy,1,10.0,,Group Camp 1 Boulders,Group Campsites Road,Indian Cove Bouldering,,Joshua Tree National Park,California,34.02673,-116.14133000000001
863,1.3,Mini-Melon,Boulder,V1,1,10.0,,Forgotten Boulders,Trashcan Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.01773,-116.1723
864,1.3,Marginalia,Boulder,V0,1,12.0,,The Hatrack,,Cap Rock Bouldering,,Joshua Tree National Park,California,34.02599,-116.15725
865,1.2,East Corner,Boulder,V-easy,1,13.0,,Powell Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.0252,-116.1541
866,1.2,Zinger,Boulder,V2,1,15.0,,All Nice On Ice,,Lonesome Crowded West,,Joshua Tree National Park,California,34.012370000000004,-116.16243
867,1.3,V1 Arete,Boulder,V1,1,12.0,,Xenolithic Boulder,,Loveland Bouldering,,Joshua Tree National Park,California,34.04068,-116.19807
868,0.8,Pig F**ker,Boulder,V0+,1,13.0,,Fat Lip Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,34.01464,-116.1659
869,1.0,Winky,Boulder,V-easy,1,10.0,,Necco Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.02599,-116.15725
870,0.9,Scudder Slab B,Boulder,V-easy,1,10.0,,Sloper Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01896,-116.16561999999999
871,1.0,Pig F**ker Direct,Boulder,V0,1,14.0,,Necco Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01464,-116.1659
872,1.0,Scudder Slab A,Boulder,V0,1,10.0,,Big Dike Boulders,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.01896,-116.16561999999999
873,1.0,Voyager,Boulder,V2,1,12.0,,Discount Dyno Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.01197,-116.15127
874,1.0,North Corner,Boulder,V-easy,1,12.0,,Intersection Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.98964,-116.16301999999999
875,1.0,Dinky,Boulder,V-easy,1,10.0,,Amoeba Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.02599,-116.15725
876,1.0,Bushmaster,Boulder,V4,1,6.0,,Veggie Chili Sauce,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.02044,-116.16555
877,1.0,Winger,Boulder,V3,1,9.0,,Under Lizzy Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01907,-116.16609
878,1.0,Problem A,Boulder,V-easy,1,10.0,,Wedge Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.9861,-116.15981000000001
879,1.0,Problem B,Boulder,V0,1,10.0,Interceptor Boulder,Asteroid Boulder Area,Asteroid Belt Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.9861,-116.15981000000001
880,1.0,Death Series,Boulder,V1,1,8.0,,Picture Perfect Boulder,Stonehenge Boulders,Stonehenge and Fry Boulders,,Joshua Tree National Park,California,34.0152,-116.16631000000001
881,1.0,Rotten Teeth,Boulder,V-easy,1,8.0,,Callous Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.06262,-116.22636999999999
882,1.0,West Entrance Warm-up,Boulder,V-easy,1,15.0,,In the Shadow of the Slash Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.0891,-116.2614
883,1.0,South Corner,Boulder,V0,1,14.0,,Classic Thin Crack Boulder,Echo Cove Bouldering,Echo Rock Bouldering,,Joshua Tree National Park,California,33.98964,-116.16301999999999
884,1.0,Warm-Down,Boulder,V-easy R,1,10.0,,The Hat,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.07547,-116.24202
885,1.0,Sun is Shining,Boulder,V-easy,1,11.0,,Curelom Rock,Lehi's Wilderness,Indian Cove Bouldering,,Joshua Tree National Park,California,34.012240000000006,-116.17905
886,1.0,Junior,Boulder,V-easy,1,13.0,,School Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02663,-116.14105
887,1.0,Slap Prow,Boulder,V3,1,10.0,,OK Corridor,Planet X Area,Planet X Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16346000000001
888,1.0,Unnamed,Boulder,V1,1,10.0,,Wave Boulder,Turtle Rock Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.08958,-116.25335
889,1.0,The Womb,Boulder,V-easy,1,10.0,,Adolescents Block,Love Nest Area,Planet X Bouldering,,Joshua Tree National Park,California,34.094409999999996,-116.15612
891,1.0,Night Crawler,Boulder,V0+,1,25.0,,Hershey Kiss Boulder,HVCG East,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.01167,-116.16855
892,1.0,Buckskin,Boulder,V1+,1,10.0,,Hershey Kiss Boulder,HVCG East,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.013690000000004,-116.15482
893,1.0,Dreaming of the Mantel,Boulder,V-easy,1,20.0,,Hershey Kiss Boulder,HVCG East,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,33.983000000000004,-116.15545
894,1.0,Satisfactory Slab,Boulder,V0 R,1,20.0,,Native Arete Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,33.99606,-116.15596000000001
895,1.0,West Face Right,Boulder,V0-,1,12.0,,Native Arete Boulder,Indian Wave Boulders,Barker Dam Bouldering,,Joshua Tree National Park,California,34.09705,-116.16531
896,1.0,Fist Crack,Boulder,V-easy,1,15.0,,Family Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.04068,-116.19807
898,1.0,Bowler,Boulder,V-easy,1,12.0,,Victory Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.98928,-116.16353000000001
899,1.0,Chollahoy,Boulder,V3,1,16.0,,Callous Boulder,Indian Cove CG,Indian Cove Bouldering,,Joshua Tree National Park,California,34.02547,-116.1645
900,1.0,Easy Ice is Nice,Boulder,V-easy,1,11.0,,Group Camp 1 Boulders,Group Campsites Road,Indian Cove Bouldering,,Joshua Tree National Park,California,34.033,-116.1721
902,1.0,Autolith,Boulder,V0,1,20.0,,In the Shadow of the Slash Boulder,Western Belt,Geology Tour Road Bouldering,,Joshua Tree National Park,California,34.017070000000004,-116.04227
903,1.0,Lipless,Boulder,V-easy,1,10.0,,Transplants Boulder,Love Nest Area,Planet X Bouldering,,Joshua Tree National Park,California,34.02673,-116.14133000000001
904,1.0,Slap Stix,Boulder,V-easy,1,10.0,,Necco Boulder,Echo Rock Boulders,Echo Rock Bouldering,,Joshua Tree National Park,California,34.0256,-116.1517
906,1.0,Sloperfest,Boulder,V1,1,15.0,Last Call Boulder,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.01717,-116.16351
907,1.0,Necco Wafers,Boulder,V-easy,1,10.0,,The Broken Boulder,AFPA Rock Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.0256,-116.1517
908,1.0,Unnamed Crack,Boulder,V-easy,1,12.0,,The Iceberg,The Arctic Circle,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.02579,-116.15718999999999
909,1.0,Power of the Rock Rat,Boulder,V-easy,1,10.0,,Papa Boulder,Hemingway Boulders,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01082,-116.16823000000001
912,1.0,Intersection Mantle,Boulder,V-easy,1,8.0,,The Ogre,Varnished Wall Boulders,Indian Cove CG,Indian Cove Bouldering,Joshua Tree National Park,California,34.01512,-116.1628
913,1.0,Amoeba,Boulder,V5,1,11.0,,Embryo Boulder,Embryo Area,Quail Springs Bouldering,,Joshua Tree National Park,California,34.020990000000005,-116.16215
914,1.0,Vegenaise,Boulder,V1,1,10.0,,Blip Boulder,Embryo Area,Quail Springs Bouldering,,Joshua Tree National Park,California,33.95989,-116.08033
916,1.0,Problem A,Boulder,V-easy,1,12.0,,Victory Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.01907,-116.16609
917,1.0,Blood Mantel,Boulder,V4,1,15.0,,Jimmy Cliff Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.00972,-116.16725
918,1.0,Interceptor 2,Boulder,V0,1,11.0,,Papa Boulder,Hemingway Boulders,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01191,-116.15106999999999
920,1.0,Dorian Gray,Boulder,V0-,1,15.0,,Victory Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,33.9861,-116.15981000000001
921,1.0,Callous Crack,Boulder,V-easy,1,10.0,,Victory Boulder,Real Hidden Valley Circuit,Real Hidden Valley Bouldering,,Joshua Tree National Park,California,34.09428,-116.15031
922,1.0,Shadow of the Slash Left,Boulder,V3,1,10.0,,Cheese Boulder,,Lost Horse Bouldering,,Joshua Tree National Park,California,33.95325,-116.08697
923,1.0,Afterthought,Boulder,V0,1,12.0,Mullet Bloc,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.02534,-116.15881
924,1.0,Sprinting Jew,Boulder,V0-,1,12.0,Mullet Bloc,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.01126,-116.16755
925,1.0,Filthy Fountain,Boulder,V-easy,1,15.0,,The Iceberg,The Arctic Circle,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.09967,-116.15676
926,1.0,Mantle of the New Adonis,Boulder,V2,1,10.0,,Marley Boulder,Jimmy Cliff Area,Lost Horse Bouldering,,Joshua Tree National Park,California,34.01693,-116.16366000000001
928,1.0,Copacetic Crank,Boulder,V1,1,15.0,Tour Boulder One,Tour Boulders,Lechlinksi Cracks Area,Virgin Islands Area,Geology Tour Road Bouldering,Joshua Tree National Park,California,33.99606,-116.15596000000001
929,1.0,South Face,Boulder,V0+,1,20.0,Mullet Bloc,The Separate Boulders,The Wastelands,Queen Mountain Base,Queen Mountain Bouldering,Joshua Tree National Park,California,34.0097,-116.16717
930,1.0,Rip it Up,Boulder,V-easy,1,14.0,,L. Ron Hubbard's Boulder,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,33.99585,-116.15823999999999
932,1.0,Van Gogh's Ear,Boulder,V-easy,1,8.0,,Hillraiser Boulder,,Nancy Karl Trail,,Joshua Tree National Park,California,34.01442,-116.16846000000001
933,1.0,Foil Affection,Boulder,V0+,1,10.0,,Atlantis boulder,,Lost Horse Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16036000000001
934,1.0,Sweet Surprise,Boulder,V0-,1,15.0,,Atlantis boulder,,Lost Horse Bouldering,,Joshua Tree National Park,California,34.018240000000006,-116.16036000000001
935,1.0,Hershey Kiss West Arete,Boulder,V1,1,15.0,,Hillraiser Boulder,,Nancy Karl Trail,,Joshua Tree National Park,California,34.018240000000006,-116.16036000000001
936,1.0,Native Son,Boulder,V-easy,1,10.0,,L. Ron Hubbard's Boulder,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.02648,-116.14181
937,1.0,The Flame,Boulder,V1,1,10.0,,,,Black Rock Canyon CG,,Joshua Tree National Park,California,34.02648,-116.14181
938,1.0,Pigskin,Boulder,V0,1,10.0,,L. Ron Hubbard's Boulder,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.02065,-116.16221000000002
939,1.0,East Corner,Boulder,V1,1,12.0,,L. Ron Hubbard's Boulder,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,33.98964,-116.16301999999999
940,1.0,Golden Monkey,Boulder,V-easy,1,12.0,,Tidal Wave Boulder,,Outback Bouldering,,Joshua Tree National Park,California,34.01034,-116.17188999999999
941,1.0,Callous Face,Boulder,V-easy,1,10.0,,Triangle Boulder,HVCG West,HVCG Bouldering Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.09428,-116.15031
942,1.0,Left Arete,Boulder,V-easy,1,12.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.09705,-116.16531
943,1.0,Bandini Mountain,Boulder,V3,1,20.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.02803,-116.17876000000001
944,1.0,Problem A,Boulder,V0,1,7.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,33.95325,-116.08697
945,1.0,Diamonds and Guns,Boulder,V-easy,1,10.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,33.99582,-116.15775
946,1.0,Mary Jane,Boulder,V-easy,1,10.0,,Meadows Boulder,,Hall of Horrors Bouldering,,Joshua Tree National Park,California,34.0256,-116.1517
947,1.0,Unnamed .7,Boulder,V-easy,1,10.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.01592,-116.17844
949,1.0,Positron,Boulder,V0,1,15.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.04551,-116.10425
950,1.0,Descent Route,Boulder,V-easy,1,15.0,,JBMF Boulder,JBMF Boulders,Roadside Rocks Bouldering,,Joshua Tree National Park,California,34.04009,-116.19386999999999
951,1.0,Knob Arete,Boulder,V-easy,1,18.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.0403,-116.0942
952,1.0,The Torrents of Spring,Boulder,V1,1,12.0,,The Pig Sty,Manx Boulders Circuit,Manx/Asteroid Belt Circuit,Hidden Valley Campground Bouldering,Joshua Tree National Park,California,34.02395,-116.17707
953,1.0,Not So High,Boulder,V-easy,1,18.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.09437,-116.15417
954,1.0,Ant Line,Boulder,V-easy,1,15.0,,Lucky Boy Bouldering,,*Joshua Tree Bouldering*,,Joshua Tree National Park,California,34.0919,-116.15211000000001
955,1.0,Wandering n00b,Boulder,V-easy,1,18.0,,Psycho Boulders,,Quail Springs Bouldering,,Joshua Tree National Park,California,34.09437,-116.15417
